Season,Year,Sport,Gender,Event,Medal,Country
Summer,1996,Sailing,Women,Board (Mistral),Silver,New Zealand
Summer,1996,Sailing,Men,Fleet/Match Race Keelboat Open (Soling),Bronze,USA
Summer,1996,Sailing,Men,Fleet/Match Race Keelboat Open (Soling),Bronze,USA
Summer,1996,Sailing,Men,Fleet/Match Race Keelboat Open (Soling),Bronze,USA
Summer,1996,Sailing,Men,Fleet/Match Race Keelboat Open (Soling),Gold,Germany
Summer,1996,Sailing,Men,Fleet/Match Race Keelboat Open (Soling),Gold,Germany
Summer,1996,Sailing,Men,Fleet/Match Race Keelboat Open (Soling),Gold,Germany
Summer,1996,Sailing,Men,Fleet/Match Race Keelboat Open (Soling),Silver,Russia
Summer,1996,Sailing,Men,Fleet/Match Race Keelboat Open (Soling),Silver,Russia
Summer,1996,Sailing,Men,Fleet/Match Race Keelboat Open (Soling),Silver,Russia
Summer,1996,Sailing,Women,Single-Handed Dinghy (Europe),Bronze,USA
Summer,1996,Sailing,Women,Single-Handed Dinghy (Europe),Gold,Denmark
Summer,1996,Sailing,Women,Single-Handed Dinghy (Europe),Silver,Netherlands
Summer,1996,Sailing,Men,Single-Handed Dinghy (Finn),Bronze,Netherlands
Summer,1996,Sailing,Men,Single-Handed Dinghy (Finn),Gold,Poland
Summer,1996,Sailing,Men,Single-Handed Dinghy (Finn),Silver,Belgium
Summer,1996,Sailing,Men,Single-Handed Dinghy Open (Laser),Bronze,Norway
Summer,1996,Sailing,Men,Single-Handed Dinghy Open (Laser),Gold,Brazil
Summer,1996,Sailing,Men,Single-Handed Dinghy Open (Laser),Silver,UK
Summer,1996,Sailing,Men,Tornado - Multihull,Bronze,Brazil
Summer,1996,Sailing,Men,Tornado - Multihull,Bronze,Brazil
Summer,1996,Sailing,Men,Tornado - Multihull,Gold,Spain
Summer,1996,Sailing,Men,Tornado - Multihull,Gold,Spain
Summer,1996,Sailing,Men,Tornado - Multihull,Silver,Australia
Summer,1996,Sailing,Men,Tornado - Multihull,Silver,Australia
Summer,1996,Sailing,Men,Two-Person Keelboat Open (Star),Bronze,Australia
Summer,1996,Sailing,Men,Two-Person Keelboat Open (Star),Bronze,Australia
Summer,1996,Sailing,Men,Two-Person Keelboat Open (Star),Gold,Brazil
Summer,1996,Sailing,Men,Two-Person Keelboat Open (Star),Gold,Brazil
Summer,1996,Sailing,Men,Two-Person Keelboat Open (Star),Silver,Sweden
Summer,1996,Sailing,Men,Two-Person Keelboat Open (Star),Silver,Sweden
Summer,1996,Shooting,Women,10M Air Pistol (40 Shots),Bronze,Bulgaria
Summer,1996,Shooting,Women,10M Air Pistol (40 Shots),Gold,Russia
Summer,1996,Shooting,Women,10M Air Pistol (40 Shots),Silver,Russia
Summer,1996,Shooting,Men,10M Air Pistol (60 Shots),Bronze,Bulgaria
Summer,1996,Shooting,Men,10M Air Pistol (60 Shots),Gold,Italy
Summer,1996,Shooting,Men,10M Air Pistol (60 Shots),Silver,China
Summer,1996,Shooting,Women,10M Air Rifle (40 Shots),Bronze,Serbia
Summer,1996,Shooting,Women,10M Air Rifle (40 Shots),Gold,Poland
Summer,1996,Shooting,Women,10M Air Rifle (40 Shots),Silver,Germany
Summer,1996,Shooting,Men,10M Air Rifle (60 Shots),Bronze,France
Summer,1996,Shooting,Men,10M Air Rifle (60 Shots),Gold,Russia
Summer,1996,Shooting,Men,10M Air Rifle (60 Shots),Silver,Austria
Summer,1996,Shooting,Women,25M Pistol (30+30 Shots),Bronze,Russia
Summer,1996,Shooting,Women,25M Pistol (30+30 Shots),Gold,China
Summer,1996,Shooting,Women,25M Pistol (30+30 Shots),Silver,Bulgaria
Summer,1996,Shooting,Men,25M Rapid Fire Pistol (60 Shots),Bronze,Kazakhstan
Summer,1996,Shooting,Men,25M Rapid Fire Pistol (60 Shots),Gold,Germany
Summer,1996,Shooting,Men,25M Rapid Fire Pistol (60 Shots),Silver,Bulgaria
Summer,1996,Shooting,Men,50M Pistol (60 Shots),Bronze,Italy
Summer,1996,Shooting,Men,50M Pistol (60 Shots),Gold,Russia
Summer,1996,Shooting,Men,50M Pistol (60 Shots),Silver,Belarus
Summer,1996,Shooting,Women,50M Rifle 3 Positions (3X20 Shots),Bronze,Poland
Summer,1996,Shooting,Women,50M Rifle 3 Positions (3X20 Shots),Gold,Serbia
Summer,1996,Shooting,Women,50M Rifle 3 Positions (3X20 Shots),Silver,Russia
Summer,1996,Shooting,Men,50M Rifle 3 Positions (3X40 Shots),Bronze,Austria
Summer,1996,Shooting,Men,50M Rifle 3 Positions (3X40 Shots),Gold,France
Summer,1996,Shooting,Men,50M Rifle 3 Positions (3X40 Shots),Silver,Kazakhstan
Summer,1996,Shooting,Men,50M Rifle Prone (60 Shots),Bronze,Slovakia
Summer,1996,Shooting,Men,50M Rifle Prone (60 Shots),Gold,Germany
Summer,1996,Shooting,Men,50M Rifle Prone (60 Shots),Silver,Kazakhstan
Summer,1996,Shooting,Men,50M Running Target (30+30 Shots),Bronze,Czech Republic
Summer,1996,Shooting,Men,50M Running Target (30+30 Shots),Gold,China
Summer,1996,Shooting,Men,50M Running Target (30+30 Shots),Silver,China
Summer,1996,Shooting,Women,Double Trap (120 Targets),Bronze,Australia
Summer,1996,Shooting,Women,Double Trap (120 Targets),Gold,USA
Summer,1996,Shooting,Women,Double Trap (120 Targets),Silver,Germany
Summer,1996,Shooting,Men,Double Trap (150 Targets),Bronze,China
Summer,1996,Shooting,Men,Double Trap (150 Targets),Gold,Australia
Summer,1996,Shooting,Men,Double Trap (150 Targets),Silver,Italy
Summer,1996,Shooting,Men,Skeet (125 Targets),Bronze,Italy
Summer,1996,Shooting,Men,Skeet (125 Targets),Gold,Italy
Summer,1996,Shooting,Men,Skeet (125 Targets),Silver,Poland
Summer,1996,Shooting,Men,Trap (125 Targets),Bronze,USA
Summer,1996,Shooting,Men,Trap (125 Targets),Gold,Australia
Summer,1996,Shooting,Men,Trap (125 Targets),Silver,USA
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Bronze,Australia
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Gold,USA
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Softball,Women,Softball,Silver,China
Summer,1996,Table Tennis,Men,Doubles,Bronze,South Korea
Summer,1996,Table Tennis,Men,Doubles,Bronze,South Korea
Summer,1996,Table Tennis,Men,Doubles,Gold,China
Summer,1996,Table Tennis,Men,Doubles,Gold,China
Summer,1996,Table Tennis,Men,Doubles,Silver,China
Summer,1996,Table Tennis,Men,Doubles,Silver,China
Summer,1996,Table Tennis,Women,Doubles,Bronze,South Korea
Summer,1996,Table Tennis,Women,Doubles,Bronze,South Korea
Summer,1996,Table Tennis,Women,Doubles,Gold,China
Summer,1996,Table Tennis,Women,Doubles,Gold,China
Summer,1996,Table Tennis,Women,Doubles,Silver,China
Summer,1996,Table Tennis,Women,Doubles,Silver,China
Summer,1996,Table Tennis,Men,Singles,Bronze,Germany
Summer,1996,Table Tennis,Men,Singles,Gold,China
Summer,1996,Table Tennis,Men,Singles,Silver,China
Summer,1996,Table Tennis,Women,Singles,Bronze,China
Summer,1996,Table Tennis,Women,Singles,Gold,China
Summer,1996,Table Tennis,Women,Singles,Silver,Taiwan
Summer,1996,Tennis,Men,Doubles,Bronze,Germany
Summer,1996,Tennis,Men,Doubles,Bronze,Germany
Summer,1996,Tennis,Men,Doubles,Gold,Australia
Summer,1996,Tennis,Men,Doubles,Gold,Australia
Summer,1996,Tennis,Men,Doubles,Silver,UK
Summer,1996,Tennis,Men,Doubles,Silver,UK
Summer,1996,Tennis,Women,Doubles,Bronze,Spain
Summer,1996,Tennis,Women,Doubles,Bronze,Spain
Summer,1996,Tennis,Women,Doubles,Gold,USA
Summer,1996,Tennis,Women,Doubles,Gold,USA
Summer,1996,Tennis,Women,Doubles,Silver,Czech Republic
Summer,1996,Tennis,Women,Doubles,Silver,Czech Republic
Summer,1996,Tennis,Men,Singles,Bronze,India
Summer,1996,Tennis,Men,Singles,Gold,USA
Summer,1996,Tennis,Men,Singles,Silver,Spain
Summer,1996,Tennis,Women,Singles,Bronze,Czech Republic
Summer,1996,Tennis,Women,Singles,Gold,USA
Summer,1996,Tennis,Women,Singles,Silver,Spain
Summer,1996,Volleyball,Men,Beach Volleyball,Bronze,Canada
Summer,1996,Volleyball,Men,Beach Volleyball,Bronze,Canada
Summer,1996,Volleyball,Men,Beach Volleyball,Gold,USA
Summer,1996,Volleyball,Men,Beach Volleyball,Gold,USA
Summer,1996,Volleyball,Men,Beach Volleyball,Silver,USA
Summer,1996,Volleyball,Men,Beach Volleyball,Silver,USA
Summer,1996,Volleyball,Women,Beach Volleyball,Bronze,Australia
Summer,1996,Volleyball,Women,Beach Volleyball,Bronze,Australia
Summer,1996,Volleyball,Women,Beach Volleyball,Gold,Brazil
Summer,1996,Volleyball,Women,Beach Volleyball,Gold,Brazil
Summer,1996,Volleyball,Women,Beach Volleyball,Silver,Brazil
Summer,1996,Volleyball,Women,Beach Volleyball,Silver,Brazil
Summer,1996,Volleyball,Men,Volleyball,Bronze,Serbia
Summer,1996,Volleyball,Men,Volleyball,Bronze,Serbia
Summer,1996,Volleyball,Men,Volleyball,Bronze,Serbia
Summer,1996,Volleyball,Men,Volleyball,Bronze,Serbia
Summer,1996,Volleyball,Men,Volleyball,Bronze,Serbia
Summer,1996,Volleyball,Men,Volleyball,Bronze,Serbia
Summer,1996,Volleyball,Men,Volleyball,Bronze,Serbia
Summer,1996,Volleyball,Men,Volleyball,Bronze,Serbia
Summer,1996,Volleyball,Men,Volleyball,Bronze,Serbia
Summer,1996,Volleyball,Men,Volleyball,Bronze,Serbia
Summer,1996,Volleyball,Men,Volleyball,Bronze,Serbia
Summer,1996,Volleyball,Men,Volleyball,Bronze,Serbia
Summer,1996,Volleyball,Men,Volleyball,Gold,Netherlands
Summer,1996,Volleyball,Men,Volleyball,Gold,Netherlands
Summer,1996,Volleyball,Men,Volleyball,Gold,Netherlands
Summer,1996,Volleyball,Men,Volleyball,Gold,Netherlands
Summer,1996,Volleyball,Men,Volleyball,Gold,Netherlands
Summer,1996,Volleyball,Men,Volleyball,Gold,Netherlands
Summer,1996,Volleyball,Men,Volleyball,Gold,Netherlands
Summer,1996,Volleyball,Men,Volleyball,Gold,Netherlands
Summer,1996,Volleyball,Men,Volleyball,Gold,Netherlands
Summer,1996,Volleyball,Men,Volleyball,Gold,Netherlands
Summer,1996,Volleyball,Men,Volleyball,Gold,Netherlands
Summer,1996,Volleyball,Men,Volleyball,Gold,Netherlands
Summer,1996,Volleyball,Men,Volleyball,Silver,Italy
Summer,1996,Volleyball,Men,Volleyball,Silver,Italy
Summer,1996,Volleyball,Men,Volleyball,Silver,Italy
Summer,1996,Volleyball,Men,Volleyball,Silver,Italy
Summer,1996,Volleyball,Men,Volleyball,Silver,Italy
Summer,1996,Volleyball,Men,Volleyball,Silver,Italy
Summer,1996,Volleyball,Men,Volleyball,Silver,Italy
Summer,1996,Volleyball,Men,Volleyball,Silver,Italy
Summer,1996,Volleyball,Men,Volleyball,Silver,Italy
Summer,1996,Volleyball,Men,Volleyball,Silver,Italy
Summer,1996,Volleyball,Men,Volleyball,Silver,Italy
Summer,1996,Volleyball,Men,Volleyball,Silver,Italy
Summer,1996,Volleyball,Women,Volleyball,Bronze,Brazil
Summer,1996,Volleyball,Women,Volleyball,Bronze,Brazil
Summer,1996,Volleyball,Women,Volleyball,Bronze,Brazil
Summer,1996,Volleyball,Women,Volleyball,Bronze,Brazil
Summer,1996,Volleyball,Women,Volleyball,Bronze,Brazil
Summer,1996,Volleyball,Women,Volleyball,Bronze,Brazil
Summer,1996,Volleyball,Women,Volleyball,Bronze,Brazil
Summer,1996,Volleyball,Women,Volleyball,Bronze,Brazil
Summer,1996,Volleyball,Women,Volleyball,Bronze,Brazil
Summer,1996,Volleyball,Women,Volleyball,Bronze,Brazil
Summer,1996,Volleyball,Women,Volleyball,Bronze,Brazil
Summer,1996,Volleyball,Women,Volleyball,Bronze,Brazil
Summer,1996,Volleyball,Women,Volleyball,Gold,Cuba
Summer,1996,Volleyball,Women,Volleyball,Gold,Cuba
Summer,1996,Volleyball,Women,Volleyball,Gold,Cuba
Summer,1996,Volleyball,Women,Volleyball,Gold,Cuba
Summer,1996,Volleyball,Women,Volleyball,Gold,Cuba
Summer,1996,Volleyball,Women,Volleyball,Gold,Cuba
Summer,1996,Volleyball,Women,Volleyball,Gold,Cuba
Summer,1996,Volleyball,Women,Volleyball,Gold,Cuba
Summer,1996,Volleyball,Women,Volleyball,Gold,Cuba
Summer,1996,Volleyball,Women,Volleyball,Gold,Cuba
Summer,1996,Volleyball,Women,Volleyball,Gold,Cuba
Summer,1996,Volleyball,Women,Volleyball,Gold,Cuba
Summer,1996,Volleyball,Women,Volleyball,Silver,China
Summer,1996,Volleyball,Women,Volleyball,Silver,China
Summer,1996,Volleyball,Women,Volleyball,Silver,China
Summer,1996,Volleyball,Women,Volleyball,Silver,China
Summer,1996,Volleyball,Women,Volleyball,Silver,China
Summer,1996,Volleyball,Women,Volleyball,Silver,China
Summer,1996,Volleyball,Women,Volleyball,Silver,China
Summer,1996,Volleyball,Women,Volleyball,Silver,China
Summer,1996,Volleyball,Women,Volleyball,Silver,China
Summer,1996,Volleyball,Women,Volleyball,Silver,China
Summer,1996,Volleyball,Women,Volleyball,Silver,China
Summer,1996,Volleyball,Women,Volleyball,Silver,China
Summer,1996,Weightlifting,Men,"- 54KG, Total (Flyweight)",Bronze,Bulgaria
Summer,1996,Weightlifting,Men,"- 54KG, Total (Flyweight)",Gold,Turkey
Summer,1996,Weightlifting,Men,"- 54KG, Total (Flyweight)",Silver,China
Summer,1996,Weightlifting,Men,"+ 108KG, Total (Super Heavyweight)",Bronze,Australia
Summer,1996,Weightlifting,Men,"+ 108KG, Total (Super Heavyweight)",Gold,Russia
Summer,1996,Weightlifting,Men,"+ 108KG, Total (Super Heavyweight)",Silver,Germany
Summer,1996,Weightlifting,Men,"54 - 59KG, Total (Bantamweight)",Bronze,Bulgaria
Summer,1996,Weightlifting,Men,"54 - 59KG, Total (Bantamweight)",Gold,China
Summer,1996,Weightlifting,Men,"54 - 59KG, Total (Bantamweight)",Silver,Greece
Summer,1996,Weightlifting,Men,"59 - 64KG, Total (Featherweight)",Bronze,China
Summer,1996,Weightlifting,Men,"59 - 64KG, Total (Featherweight)",Gold,Turkey
Summer,1996,Weightlifting,Men,"59 - 64KG, Total (Featherweight)",Silver,Greece
Summer,1996,Weightlifting,Men,"64 - 70KG, Total (Lightweight)",Bronze,Hungary
Summer,1996,Weightlifting,Men,"64 - 70KG, Total (Lightweight)",Gold,China
Summer,1996,Weightlifting,Men,"64 - 70KG, Total (Lightweight)",Silver,North Korea
Summer,1996,Weightlifting,Men,"70 - 76KG, Total (Middleweight)",Bronze,North Korea
Summer,1996,Weightlifting,Men,"70 - 76KG, Total (Middleweight)",Gold,Cuba
Summer,1996,Weightlifting,Men,"70 - 76KG, Total (Middleweight)",Silver,Bulgaria
Summer,1996,Weightlifting,Men,"76 - 83KG, Total (Light-Heavyweight)",Bronze,Poland
Summer,1996,Weightlifting,Men,"76 - 83KG, Total (Light-Heavyweight)",Gold,Greece
Summer,1996,Weightlifting,Men,"76 - 83KG, Total (Light-Heavyweight)",Silver,Germany
Summer,1996,Weightlifting,Men,"83 - 91KG, Total (Middle-Heavyweight)",Bronze,Germany
Summer,1996,Weightlifting,Men,"83 - 91KG, Total (Middle-Heavyweight)",Gold,Russia
Summer,1996,Weightlifting,Men,"83 - 91KG, Total (Middle-Heavyweight)",Silver,Greece
Summer,1996,Weightlifting,Men,"91 - 99KG, Total (First-Heavyweight)",Bronze,Ukraine
Summer,1996,Weightlifting,Men,"91 - 99KG, Total (First-Heavyweight)",Gold,Greece
Summer,1996,Weightlifting,Men,"91 - 99KG, Total (First-Heavyweight)",Silver,Kazakhstan
Summer,1996,Weightlifting,Men,"99 - 108KG, Total (Heavyweight)",Bronze,Romania
Summer,1996,Weightlifting,Men,"99 - 108KG, Total (Heavyweight)",Gold,Ukraine
Summer,1996,Weightlifting,Men,"99 - 108KG, Total (Heavyweight)",Silver,Russia
Summer,1996,Wrestling,Men,- 48KG (Light-Flyweight),Bronze,Cuba
Summer,1996,Wrestling,Men,- 48KG (Light-Flyweight),Gold,North Korea
Summer,1996,Wrestling,Men,- 48KG (Light-Flyweight),Silver,Armenia
Summer,1996,Wrestling,Men,100 - 130KG (Super Heavyweight),Bronze,USA
Summer,1996,Wrestling,Men,100 - 130KG (Super Heavyweight),Gold,Turkey
Summer,1996,Wrestling,Men,100 - 130KG (Super Heavyweight),Silver,Belarus
Summer,1996,Wrestling,Men,48 - 52KG (Flyweight),Bronze,Kazakhstan
Summer,1996,Wrestling,Men,48 - 52KG (Flyweight),Gold,Bulgaria
Summer,1996,Wrestling,Men,48 - 52KG (Flyweight),Silver,Azerbaijan
Summer,1996,Wrestling,Men,52 - 57KG (Bantamweight),Bronze,North Korea
Summer,1996,Wrestling,Men,52 - 57KG (Bantamweight),Gold,USA
Summer,1996,Wrestling,Men,52 - 57KG (Bantamweight),Silver,Canada
Summer,1996,Wrestling,Men,57 - 62KG (Featherweight),Bronze,Ukraine
Summer,1996,Wrestling,Men,57 - 62KG (Featherweight),Gold,USA
Summer,1996,Wrestling,Men,57 - 62KG (Featherweight),Silver,South Korea
Summer,1996,Wrestling,Men,62 - 68KG (Lightweight),Bronze,Ukraine
Summer,1996,Wrestling,Men,62 - 68KG (Lightweight),Gold,Russia
Summer,1996,Wrestling,Men,62 - 68KG (Lightweight),Silver,USA
Summer,1996,Wrestling,Men,68 - 74KG (Welterweight),Bronze,Japan
Summer,1996,Wrestling,Men,68 - 74KG (Welterweight),Gold,Russia
Summer,1996,Wrestling,Men,68 - 74KG (Welterweight),Silver,South Korea
Summer,1996,Wrestling,Men,74 - 82KG (Middleweight),Bronze,Iran
Summer,1996,Wrestling,Men,74 - 82KG (Middleweight),Gold,Russia
Summer,1996,Wrestling,Men,74 - 82KG (Middleweight),Silver,South Korea
Summer,1996,Wrestling,Men,82 - 90KG (Light-Heavyweight),Bronze,Georgia
Summer,1996,Wrestling,Men,82 - 90KG (Light-Heavyweight),Gold,Iran
Summer,1996,Wrestling,Men,82 - 90KG (Light-Heavyweight),Silver,Russia
Summer,1996,Wrestling,Men,90 - 100KG (Heavyweight),Bronze,Germany
Summer,1996,Wrestling,Men,90 - 100KG (Heavyweight),Gold,USA
Summer,1996,Wrestling,Men,90 - 100KG (Heavyweight),Silver,Iran
Summer,1996,Wrestling,Men,- 48KG (Light-Flyweight),Bronze,Russia
Summer,1996,Wrestling,Men,- 48KG (Light-Flyweight),Gold,South Korea
Summer,1996,Wrestling,Men,- 48KG (Light-Flyweight),Silver,Belarus
Summer,1996,Wrestling,Men,100 - 130KG (Super Heavyweight),Bronze,Moldova
Summer,1996,Wrestling,Men,100 - 130KG (Super Heavyweight),Gold,Russia
Summer,1996,Wrestling,Men,100 - 130KG (Super Heavyweight),Silver,USA
Summer,1996,Wrestling,Men,48 - 52KG (Flyweight),Bronze,Ukraine
Summer,1996,Wrestling,Men,48 - 52KG (Flyweight),Gold,Armenia
Summer,1996,Wrestling,Men,48 - 52KG (Flyweight),Silver,USA
Summer,1996,Wrestling,Men,52 - 57KG (Bantamweight),Bronze,China
Summer,1996,Wrestling,Men,52 - 57KG (Bantamweight),Gold,Kazakhstan
Summer,1996,Wrestling,Men,52 - 57KG (Bantamweight),Silver,USA
Summer,1996,Wrestling,Men,57 - 62KG (Featherweight),Bronze,Turkey
Summer,1996,Wrestling,Men,57 - 62KG (Featherweight),Gold,Poland
Summer,1996,Wrestling,Men,57 - 62KG (Featherweight),Silver,Cuba
Summer,1996,Wrestling,Men,62 - 68KG (Lightweight),Bronze,Russia
Summer,1996,Wrestling,Men,62 - 68KG (Lightweight),Gold,Poland
Summer,1996,Wrestling,Men,62 - 68KG (Lightweight),Silver,France
Summer,1996,Wrestling,Men,68 - 74KG (Welterweight),Bronze,Poland
Summer,1996,Wrestling,Men,68 - 74KG (Welterweight),Gold,Cuba
Summer,1996,Wrestling,Men,68 - 74KG (Welterweight),Silver,Finland
Summer,1996,Wrestling,Men,74 - 82KG (Middleweight),Bronze,Belarus
Summer,1996,Wrestling,Men,74 - 82KG (Middleweight),Gold,Turkey
Summer,1996,Wrestling,Men,74 - 82KG (Middleweight),Silver,Germany
Summer,1996,Wrestling,Men,82 - 90KG (Light-Heavyweight),Bronze,Germany
Summer,1996,Wrestling,Men,82 - 90KG (Light-Heavyweight),Gold,Ukraine
Summer,1996,Wrestling,Men,82 - 90KG (Light-Heavyweight),Silver,Poland
Summer,1996,Wrestling,Men,90 - 100KG (Heavyweight),Bronze,Sweden
Summer,1996,Wrestling,Men,90 - 100KG (Heavyweight),Gold,Poland
Summer,1996,Wrestling,Men,90 - 100KG (Heavyweight),Silver,Belarus
Summer,2000,Aquatics,Men,10M Platform,Bronze,Russia
Summer,2000,Aquatics,Men,10M Platform,Gold,China
Summer,2000,Aquatics,Men,10M Platform,Silver,China
Summer,2000,Aquatics,Women,10M Platform,Bronze,Canada
Summer,2000,Aquatics,Women,10M Platform,Gold,USA
Summer,2000,Aquatics,Women,10M Platform,Silver,China
Summer,2000,Aquatics,Men,3M Springboard,Bronze,Russia
Summer,2000,Aquatics,Men,3M Springboard,Gold,China
Summer,2000,Aquatics,Men,3M Springboard,Silver,Mexico
Summer,2000,Aquatics,Women,3M Springboard,Bronze,Germany
Summer,2000,Aquatics,Women,3M Springboard,Gold,China
Summer,2000,Aquatics,Women,3M Springboard,Silver,China
Summer,2000,Aquatics,Men,Synchronized Diving 10M Platform,Bronze,Germany
Summer,2000,Aquatics,Men,Synchronized Diving 10M Platform,Bronze,Germany
Summer,2000,Aquatics,Men,Synchronized Diving 10M Platform,Gold,Russia
Summer,2000,Aquatics,Men,Synchronized Diving 10M Platform,Gold,Russia
Summer,2000,Aquatics,Men,Synchronized Diving 10M Platform,Silver,China
Summer,2000,Aquatics,Men,Synchronized Diving 10M Platform,Silver,China
Summer,2000,Aquatics,Women,Synchronized Diving 10M Platform,Bronze,Australia
